id,text,label
205,"V. Fortalecer y articular las Redes para el fomento, formación y profesionalización de las Organizaciones;",
206,VI. Sensibilizar y capacitar a las personas servidoras públicas para el cumplimiento de las disposiciones de esta Ley;,
207,"VII. Exhortar e incentivar a la transparencia proactiva, la rendición de cuentas y la evaluación como principios rectores en materia de fomento y fortalecimiento entre la gestión pública y la sociedad civil organizada;",
208,"VIII. Celebrar convenios y alianzas estratégicas con Organizaciones para facilitar el cumplimiento de programas institucionales y las actividades a que se refiere esta Ley, enterando a la Secretaría, y",
209,IX. Las demás que les confieren otras disposiciones jurídicas aplicables y las que les encomiende la Comisión.,
210,"CAPÍTULO VII DE LAS INFRACCIONES, SANCIONES Y MEDIOS DE IMPUGNACIÓN",
211,"Artículo 33. Independientemente de las responsabilidades civiles, penales y administrativas que resulten en términos de las disposiciones legales aplicables cometidos por Organizaciones, constituyen faltas a la presente Ley, las acciones siguientes:",
212,I. Realizar actividades de Autobeneficio o de Beneficio Mutuo;,
213,II. Realizar fines y objetivos distintos para los cuales fueron creadas o ajenos a su objeto social;,
214,III. Incurrir en actividades ilícitas o hechos constitutivos de delito;,
215,IV. Aplicar los apoyos y estímulos públicos que reciban con fines distintos para los que fueron autorizados;,
216,V. Ejecutar cualquier tipo de actividad evidente que pudiera generar resultados que impliquen proselitismo político o religioso;,
217,VI. Ejercer alguna actividad con fines de lucro;,
218,VII. Abstenerse de entregar los informes que les solicite la dependencia o entidad competente que les haya otorgado o autorizado el uso de apoyos y estímulos públicos;,
219,"VIII. Ocultar información a las autoridades competentes y público en general, sobre la aplicación o destino de los apoyos y estímulos públicos destinado a las actividades de fomento;",
220,IX. No mantener a disposición de las autoridades competentes la información de las actividades que realicen con la aplicación de los apoyos y estímulos públicos que hubiesen utilizado;,
221,X. Omitir información o incluir datos falsos en el Registro y los informes respectivos;,
222,LEY DE FOMENTO A LAS ACTIVIDADES DE LAS ORGANIZACIONES DE LA SOCIEDAD CIVIL DEL ESTADO DE MÉXICO 13,
223,"XI. No informar al Registro dentro del plazo de cuarenta y cinco días hábiles, contados a partir de la decisión respectiva, sobre cualquier modificación a su acta constitutiva o estatutos, o sobre cualquier cambio relevante en la información proporcionada al solicitar su inscripción en el mismo;",
224,XII. Falsear o incumplir con la documentación que les sea solicitada por las autoridades responsables;,
225,"XIII. No concretar el proyecto para el cual solicitaron el apoyo, y",
226,"XIV. No cumplir con cualquier otra obligación en los términos de la presente Ley y su Reglamento, así como de cualquier obligación impuesta en otras disposiciones jurídicas aplicables.",
227,"Artículo 34. Cuando una organización con registro vigente cometa alguna de las faltas a que hace referencia el artículo anterior, la Comisión, a través de la Secretaría Técnica, impondrá a la organización, según sea el caso, las siguientes sanciones:",
228,"I. Apercibimiento: en el caso de que la organización haya incurrido por primera vez en alguna de las conductas que constituyen infracciones conforme a lo dispuesto por el artículo anterior, se le apercibirá para que, en un plazo no mayor a treinta días hábiles, contados a partir de la notificación respectiva, subsane la irregularidad;",
229,"II. Multa: en caso de no cumplir con el apercibimiento en el término a que se refiere la fracción anterior o en los casos de incumplimiento de los supuestos a que se refieren las infracciones VII, VIII, IX, X, XI, XII, XIII y XIV del artículo 33 de esta ley; se multará de cien a trescientas Unidades de Medida y Actualización vigente;",
230,"III. Suspensión: de tres meses a un año de su inscripción en el Registro, contado a partir de la notificación, en el caso de reincidencia con respecto a la violación de una obligación establecida por esta ley, que hubiere dado origen ya a una multa a la organización, y",
231,"IV. Cancelación de su inscripción en el Registro: en el caso de infracción reiterada o causa grave. Se considera infracción reiterada el que una misma organización que hubiese sido previamente suspendida, se hiciera acreedora a una nueva suspensión, sin importar cuáles hayan sido las disposiciones de esta ley cuya observancia hubiere violado. Se considera como causa grave incurrir en cualquiera de los supuestos a que se refieren las fracciones I, II, III, IV, V y VI del artículo 33 de la presente ley.",
232,"En caso de que una organización sea sancionada con suspensión o cancelación de la inscripción, la Comisión, por conducto de la Secretaría Técnica, deberá dar aviso, dentro de los quince días hábiles posteriores a la notificación de la sanción, a la autoridad fiscal correspondiente, a efecto de que ésta conozca y resuelva de acuerdo con la normatividad vigente, respecto de los beneficios fiscales que se hubiesen otorgado en el marco de esta ley.",
233,"Artículo 35. En contra de las resoluciones que se dicten conforme a esta Ley, el Reglamento y demás disposiciones jurídicas aplicables, procederán los medios de impugnación establecidos en la legislación y la normatividad vigente correspondiente.",
234,T R A N S I T O R I O S,
235,"PRIMERO. El presente Decreto entrará en vigor al día siguiente de su publicación en el Periódico Oficial ""Gaceta del Gobierno"".",
236,LEY DE FOMENTO A LAS ACTIVIDADES DE LAS ORGANIZACIONES DE LA SOCIEDAD CIVIL DEL ESTADO DE MÉXICO 14,
237,SEGUNDO. El Ejecutivo del Estado contará con un plazo de noventa días hábiles a partir de la entrada en vigor del presente Decreto para expedir el Reglamento de Ley.,
238,TERCERO. La Comisión deberá instalarse dentro de un plazo de noventa días hábiles a partir de la entrada en vigor de esta Ley.,
239,CUARTO. La Secretaría General de Gobierno contará con un plazo de noventa días hábiles siguientes a la entrada en vigor del Reglamento para establecer el Registro.,
240,"Lo tendrá entendido la Gobernadora del Estado, haciendo que se publique y se cumpla.",
241,"Dado en el Palacio del Poder Legislativo, en la ciudad de Toluca de Lerdo, capital del Estado de México, a los veintitrés días del mes de abril del dos mil veinticuatro.- Presidenta.- Dip. María Isabel Sánchez Holguín.- Rúbrica.- Secretario.- Dip. Juan Antonio Paredes Gómez.- Rúbrica.- Secretaria.- Dip. Silvia Barberena Maldonado.- Rúbrica.",
242,"Por tanto, mando se publique, circule, observe y se le dé el debido cumplimiento.",
243,"Toluca de Lerdo, México, a 3 de mayo de 2024.- La Gobernadora Constitucional del Estado de México, Mtra. Delfina Gómez Álvarez.- Rúbrica.- El Secretario General de Gobierno, Horacio Duarte Olivares.- Rúbrica.",
244,APROBACIÓN: 23 de abril de 2024.,
245,PROMULGACIÓN: 03 de mayo de 2024.,
246,PUBLICACIÓN: 24 de mayo de 2024.,
247,"VIGENCIA: El presente Decreto entrará en vigor al día siguiente de su publicación en el Periódico Oficial ""Gaceta del Gobierno"".",
248,LEY DE FOMENTO A LAS ACTIVIDADES DE LAS ORGANIZACIONES DE LA SOCIEDAD CIVIL DEL ESTADO DE MÉXICO 15,
